korean,latin,transcription
쳱,cyenj,t͡ɕʰjenɟ
쳲,cyenh,t͡ɕʰjenh
쳳,cyed,t͡ɕʰjet
쳴,cyel,t͡ɕʰjeɾ
쳵,cyelg,t͡ɕʰjelg
쳶,cyelm,t͡ɕʰjelm
쳷,cyelb,t͡ɕʰjelb
쳸,cyels,t͡ɕʰjels
쳹,cyelt,t͡ɕʰjeltʰ
쳺,cyelp,t͡ɕʰjelpʰ
쳻,cyelh,t͡ɕʰjelh
쳼,cyem,t͡ɕʰjem
쳽,cyeb,t͡ɕʰjep
쳾,cyebs,t͡ɕʰjeps
쳿,cyes,t͡ɕʰjes
촀,cyess,t͡ɕʰjes͈
촁,cyeng,t͡ɕʰjeŋ
촂,cyej,t͡ɕʰjet͡ɕ
촃,cyech,t͡ɕʰjet͡ɕʰ
촄,cyek,t͡ɕʰjekʰ
촅,cyet,t͡ɕʰjetʰ
촆,cyep,t͡ɕʰjepʰ
촇,cyeh,t͡ɕʰjeh
초,co,t͡ɕʰo
촉,cog,t͡ɕʰok
촊,cogg,t͡ɕʰok͈
촋,cogs,t͡ɕʰoks
촌,con,t͡ɕʰon
촍,conj,t͡ɕʰonɟ
촎,conh,t͡ɕʰonh
촏,cod,t͡ɕʰot
촐,col,t͡ɕʰoɾ
촑,colg,t͡ɕʰolg
촒,colm,t͡ɕʰolm
촓,colb,t͡ɕʰolb
촔,cols,t͡ɕʰols
촕,colt,t͡ɕʰoltʰ
촖,colp,t͡ɕʰolpʰ
촗,colh,t͡ɕʰolh
촘,com,t͡ɕʰom
촙,cob,t͡ɕʰop
촚,cobs,t͡ɕʰops
촛,cos,t͡ɕʰos
촜,coss,t͡ɕʰos͈
총,cong,t͡ɕʰoŋ
촞,coj,t͡ɕʰot͡ɕ
촟,coch,t͡ɕʰot͡ɕʰ
촠,cok,t͡ɕʰokʰ
촡,cot,t͡ɕʰotʰ
촢,cop,t͡ɕʰopʰ
촣,coh,t͡ɕʰoh
촤,cwa,t͡ɕʰwɐ
촥,cwag,t͡ɕʰwɐk
촦,cwagg,t͡ɕʰwɐk͈
촧,cwags,t͡ɕʰwɐks
촨,cwan,t͡ɕʰwɐn
촩,cwanj,t͡ɕʰwɐnɟ
촪,cwanh,t͡ɕʰwɐnh
촫,cwad,t͡ɕʰwɐt
촬,cwal,t͡ɕʰwɐɾ
촭,cwalg,t͡ɕʰwɐlg
촮,cwalm,t͡ɕʰwɐlm
촯,cwalb,t͡ɕʰwɐlb
촰,cwals,t͡ɕʰwɐls
촱,cwalt,t͡ɕʰwɐltʰ
촲,cwalp,t͡ɕʰwɐlpʰ
촳,cwalh,t͡ɕʰwɐlh
촴,cwam,t͡ɕʰwɐm
촵,cwab,t͡ɕʰwɐp
촶,cwabs,t͡ɕʰwɐps
촷,cwas,t͡ɕʰwɐs
촸,cwass,t͡ɕʰwɐs͈
촹,cwang,t͡ɕʰwɐŋ
촺,cwaj,t͡ɕʰwɐt͡ɕ
촻,cwach,t͡ɕʰwɐt͡ɕʰ
촼,cwak,t͡ɕʰwɐkʰ
촽,cwat,t͡ɕʰwɐtʰ
촾,cwap,t͡ɕʰwɐpʰ
촿,cwah,t͡ɕʰwɐh
쵀,cwae,t͡ɕʰwɛ
쵁,cwaeg,t͡ɕʰwɛk
쵂,cwaegg,t͡ɕʰwɛk͈
쵃,cwaegs,t͡ɕʰwɛks
쵄,cwaen,t͡ɕʰwɛn
쵅,cwaenj,t͡ɕʰwɛnɟ
쵆,cwaenh,t͡ɕʰwɛnh
쵇,cwaed,t͡ɕʰwɛt
쵈,cwael,t͡ɕʰwɛɾ
쵉,cwaelg,t͡ɕʰwɛlg
쵊,cwaelm,t͡ɕʰwɛlm
쵋,cwaelb,t͡ɕʰwɛlb
쵌,cwaels,t͡ɕʰwɛls
쵍,cwaelt,t͡ɕʰwɛltʰ
쵎,cwaelp,t͡ɕʰwɛlpʰ
쵏,cwaelh,t͡ɕʰwɛlh
쵐,cwaem,t͡ɕʰwɛm
쵑,cwaeb,t͡ɕʰwɛp
쵒,cwaebs,t͡ɕʰwɛps
쵓,cwaes,t͡ɕʰwɛs
쵔,cwaess,t͡ɕʰwɛs͈
쵕,cwaeng,t͡ɕʰwɛŋ
쵖,cwaej,t͡ɕʰwɛt͡ɕ
쵗,cwaech,t͡ɕʰwɛt͡ɕʰ
쵘,cwaek,t͡ɕʰwɛkʰ
쵙,cwaet,t͡ɕʰwɛtʰ
쵚,cwaep,t͡ɕʰwɛpʰ
쵛,cwaeh,t͡ɕʰwɛh
최,coe,t͡ɕʰwe
쵝,coeg,t͡ɕʰwek
쵞,coegg,t͡ɕʰwek͈
쵟,coegs,t͡ɕʰweks
쵠,coen,t͡ɕʰwen
쵡,coenj,t͡ɕʰwenɟ
쵢,coenh,t͡ɕʰwenh
쵣,coed,t͡ɕʰwet
쵤,coel,t͡ɕʰweɾ
쵥,coelg,t͡ɕʰwelg
쵦,coelm,t͡ɕʰwelm
쵧,coelb,t͡ɕʰwelb
쵨,coels,t͡ɕʰwels
쵩,coelt,t͡ɕʰweltʰ
쵪,coelp,t͡ɕʰwelpʰ
쵫,coelh,t͡ɕʰwelh
쵬,coem,t͡ɕʰwem
쵭,coeb,t͡ɕʰwep
쵮,coebs,t͡ɕʰweps
쵯,coes,t͡ɕʰwes
쵰,coess,t͡ɕʰwes͈
쵱,coeng,t͡ɕʰweŋ
쵲,coej,t͡ɕʰwet͡ɕ
쵳,coech,t͡ɕʰwet͡ɕʰ
쵴,coek,t͡ɕʰwekʰ
쵵,coet,t͡ɕʰwetʰ
쵶,coep,t͡ɕʰwepʰ
쵷,coeh,t͡ɕʰweh
쵸,cyo,t͡ɕʰjo
쵹,cyog,t͡ɕʰjok
쵺,cyogg,t͡ɕʰjok͈
쵻,cyogs,t͡ɕʰjoks
쵼,cyon,t͡ɕʰjon
쵽,cyonj,t͡ɕʰjonɟ
쵾,cyonh,t͡ɕʰjonh
쵿,cyod,t͡ɕʰjot
춀,cyol,t͡ɕʰjoɾ
춁,cyolg,t͡ɕʰjolg
춂,cyolm,t͡ɕʰjolm
춃,cyolb,t͡ɕʰjolb
춄,cyols,t͡ɕʰjols
춅,cyolt,t͡ɕʰjoltʰ
춆,cyolp,t͡ɕʰjolpʰ
춇,cyolh,t͡ɕʰjolh
춈,cyom,t͡ɕʰjom
춉,cyob,t͡ɕʰjop
춊,cyobs,t͡ɕʰjops
춋,cyos,t͡ɕʰjos
춌,cyoss,t͡ɕʰjos͈
춍,cyong,t͡ɕʰjoŋ
춎,cyoj,t͡ɕʰjot͡ɕ
춏,cyoch,t͡ɕʰjot͡ɕʰ
춐,cyok,t͡ɕʰjokʰ
춑,cyot,t͡ɕʰjotʰ
춒,cyop,t͡ɕʰjopʰ
춓,cyoh,t͡ɕʰjoh
추,cu,t͡ɕʰu
축,cug,t͡ɕʰuk
춖,cugg,t͡ɕʰuk͈
춗,cugs,t͡ɕʰuks
춘,cun,t͡ɕʰun
춙,cunj,t͡ɕʰunɟ
춚,cunh,t͡ɕʰunh
춛,cud,t͡ɕʰut
출,cul,t͡ɕʰuɾ
춝,culg,t͡ɕʰulg
춞,culm,t͡ɕʰulm
춟,culb,t͡ɕʰulb
춠,culs,t͡ɕʰuls
춡,cult,t͡ɕʰultʰ
춢,culp,t͡ɕʰulpʰ
춣,culh,t͡ɕʰulh
춤,cum,t͡ɕʰum
춥,cub,t͡ɕʰup
춦,cubs,t͡ɕʰups
춧,cus,t͡ɕʰus
춨,cuss,t͡ɕʰus͈
충,cung,t͡ɕʰuŋ
춪,cuj,t͡ɕʰut͡ɕ
춫,cuch,t͡ɕʰut͡ɕʰ
춬,cuk,t͡ɕʰukʰ
춭,cut,t͡ɕʰutʰ
춮,cup,t͡ɕʰupʰ
춯,cuh,t͡ɕʰuh
춰,cweo,t͡ɕʰwʌ
춱,cweog,t͡ɕʰwʌk
춲,cweogg,t͡ɕʰwʌk͈
춳,cweogs,t͡ɕʰwʌks
춴,cweon,t͡ɕʰwʌn
춵,cweonj,t͡ɕʰwʌnɟ
춶,cweonh,t͡ɕʰwʌnh
춷,cweod,t͡ɕʰwʌt
춸,cweol,t͡ɕʰwʌɾ
춹,cweolg,t͡ɕʰwʌlg
춺,cweolm,t͡ɕʰwʌlm
춻,cweolb,t͡ɕʰwʌlb
춼,cweols,t͡ɕʰwʌls
춽,cweolt,t͡ɕʰwʌltʰ
춾,cweolp,t͡ɕʰwʌlpʰ
춿,cweolh,t͡ɕʰwʌlh
췀,cweom,t͡ɕʰwʌm
췁,cweob,t͡ɕʰwʌp
췂,cweobs,t͡ɕʰwʌps
췃,cweos,t͡ɕʰwʌs
췄,cweoss,t͡ɕʰwʌs͈
췅,cweong,t͡ɕʰwʌŋ
췆,cweoj,t͡ɕʰwʌt͡ɕ
췇,cweoch,t͡ɕʰwʌt͡ɕʰ
췈,cweok,t͡ɕʰwʌkʰ
췉,cweot,t͡ɕʰwʌtʰ
췊,cweop,t͡ɕʰwʌpʰ
췋,cweoh,t͡ɕʰwʌh
췌,cwe,t͡ɕʰwe
췍,cweg,t͡ɕʰwek
췎,cwegg,t͡ɕʰwek͈
췏,cwegs,t͡ɕʰweks
췐,cwen,t͡ɕʰwen
췑,cwenj,t͡ɕʰwenɟ
췒,cwenh,t͡ɕʰwenh
췓,cwed,t͡ɕʰwet
췔,cwel,t͡ɕʰweɾ
췕,cwelg,t͡ɕʰwelg
췖,cwelm,t͡ɕʰwelm
췗,cwelb,t͡ɕʰwelb
췘,cwels,t͡ɕʰwels
췙,cwelt,t͡ɕʰweltʰ
췚,cwelp,t͡ɕʰwelpʰ
췛,cwelh,t͡ɕʰwelh
췜,cwem,t͡ɕʰwem
췝,cweb,t͡ɕʰwep
췞,cwebs,t͡ɕʰweps
췟,cwes,t͡ɕʰwes
췠,cwess,t͡ɕʰwes͈
췡,cweng,t͡ɕʰweŋ
췢,cwej,t͡ɕʰwet͡ɕ
췣,cwech,t͡ɕʰwet͡ɕʰ
췤,cwek,t͡ɕʰwekʰ
췥,cwet,t͡ɕʰwetʰ
췦,cwep,t͡ɕʰwepʰ
췧,cweh,t͡ɕʰweh
취,cwi,t͡ɕʰwi
췩,cwig,t͡ɕʰwik
췪,cwigg,t͡ɕʰwik͈
췫,cwigs,t͡ɕʰwiks
췬,cwin,t͡ɕʰwin
췭,cwinj,t͡ɕʰwinɟ
췮,cwinh,t͡ɕʰwinh
췯,cwid,t͡ɕʰwit
췰,cwil,t͡ɕʰwiɾ
췱,cwilg,t͡ɕʰwilg
췲,cwilm,t͡ɕʰwilm
췳,cwilb,t͡ɕʰwilb
췴,cwils,t͡ɕʰwils
췵,cwilt,t͡ɕʰwiltʰ
췶,cwilp,t͡ɕʰwilpʰ
췷,cwilh,t͡ɕʰwilh
췸,cwim,t͡ɕʰwim
췹,cwib,t͡ɕʰwip
췺,cwibs,t͡ɕʰwips
췻,cwis,t͡ɕʰwis
췼,cwiss,t͡ɕʰwis͈
췽,cwing,t͡ɕʰwiŋ
췾,cwij,t͡ɕʰwit͡ɕ
췿,cwich,t͡ɕʰwit͡ɕʰ
츀,cwik,t͡ɕʰwikʰ
츁,cwit,t͡ɕʰwitʰ
츂,cwip,t͡ɕʰwipʰ
츃,cwih,t͡ɕʰwih
츄,cyu,t͡ɕʰju
츅,cyug,t͡ɕʰjuk
츆,cyugg,t͡ɕʰjuk͈
츇,cyugs,t͡ɕʰjuks
츈,cyun,t͡ɕʰjun
츉,cyunj,t͡ɕʰjunɟ
츊,cyunh,t͡ɕʰjunh
츋,cyud,t͡ɕʰjut
츌,cyul,t͡ɕʰjuɾ
츍,cyulg,t͡ɕʰjulg
츎,cyulm,t͡ɕʰjulm
츏,cyulb,t͡ɕʰjulb
츐,cyuls,t͡ɕʰjuls
츑,cyult,t͡ɕʰjultʰ
츒,cyulp,t͡ɕʰjulpʰ
츓,cyulh,t͡ɕʰjulh
츔,cyum,t͡ɕʰjum
츕,cyub,t͡ɕʰjup
츖,cyubs,t͡ɕʰjups
츗,cyus,t͡ɕʰjus
츘,cyuss,t͡ɕʰjus͈
츙,cyung,t͡ɕʰjuŋ
츚,cyuj,t͡ɕʰjut͡ɕ
츛,cyuch,t͡ɕʰjut͡ɕʰ
츜,cyuk,t͡ɕʰjukʰ
츝,cyut,t͡ɕʰjutʰ
츞,cyup,t͡ɕʰjupʰ
츟,cyuh,t͡ɕʰjuh
츠,ceu,t͡ɕʰɨ
측,ceug,t͡ɕʰɨk
츢,ceugg,t͡ɕʰɨk͈
츣,ceugs,t͡ɕʰɨks
츤,ceun,t͡ɕʰɨn
츥,ceunj,t͡ɕʰɨnɟ
츦,ceunh,t͡ɕʰɨnh
츧,ceud,t͡ɕʰɨt
츨,ceul,t͡ɕʰɨɾ
츩,ceulg,t͡ɕʰɨlg
츪,ceulm,t͡ɕʰɨlm
츫,ceulb,t͡ɕʰɨlb
츬,ceuls,t͡ɕʰɨls
츭,ceult,t͡ɕʰɨltʰ
츮,ceulp,t͡ɕʰɨlpʰ
츯,ceulh,t͡ɕʰɨlh
츰,ceum,t͡ɕʰɨm
츱,ceub,t͡ɕʰɨp
츲,ceubs,t͡ɕʰɨps
츳,ceus,t͡ɕʰɨs
츴,ceuss,t͡ɕʰɨs͈
층,ceung,t͡ɕʰɨŋ
츶,ceuj,t͡ɕʰɨt͡ɕ
츷,ceuch,t͡ɕʰɨt͡ɕʰ
츸,ceuk,t͡ɕʰɨkʰ
츹,ceut,t͡ɕʰɨtʰ
츺,ceup,t͡ɕʰɨpʰ
츻,ceuh,t͡ɕʰɨh
츼,cyi,t͡ɕʰы
츽,cyig,t͡ɕʰыk
츾,cyigg,t͡ɕʰыk͈
츿,cyigs,t͡ɕʰыks
칀,cyin,t͡ɕʰыn
칁,cyinj,t͡ɕʰыnɟ
칂,cyinh,t͡ɕʰыnh
칃,cyid,t͡ɕʰыt
칄,cyil,t͡ɕʰыɾ
칅,cyilg,t͡ɕʰыlg
칆,cyilm,t͡ɕʰыlm
칇,cyilb,t͡ɕʰыlb
칈,cyils,t͡ɕʰыls
칉,cyilt,t͡ɕʰыltʰ
칊,cyilp,t͡ɕʰыlpʰ
칋,cyilh,t͡ɕʰыlh
칌,cyim,t͡ɕʰыm
칍,cyib,t͡ɕʰыp
칎,cyibs,t͡ɕʰыps
칏,cyis,t͡ɕʰыs
칐,cyiss,t͡ɕʰыs͈
칑,cying,t͡ɕʰыŋ
칒,cyij,t͡ɕʰыt͡ɕ
칓,cyich,t͡ɕʰыt͡ɕʰ
칔,cyik,t͡ɕʰыkʰ
칕,cyit,t͡ɕʰыtʰ
칖,cyip,t͡ɕʰыpʰ
칗,cyih,t͡ɕʰыh
치,ci,t͡ɕʰi
칙,cig,t͡ɕʰik
칚,cigg,t͡ɕʰik͈
칛,cigs,t͡ɕʰiks
친,cin,t͡ɕʰin
칝,cinj,t͡ɕʰinɟ
칞,cinh,t͡ɕʰinh
칟,cid,t͡ɕʰit
칠,cil,t͡ɕʰiɾ
칡,cilg,t͡ɕʰilg
칢,cilm,t͡ɕʰilm
칣,cilb,t͡ɕʰilb
칤,cils,t͡ɕʰils
칥,cilt,t͡ɕʰiltʰ
칦,cilp,t͡ɕʰilpʰ
칧,cilh,t͡ɕʰilh
침,cim,t͡ɕʰim
칩,cib,t͡ɕʰip
칪,cibs,t͡ɕʰips
칫,cis,t͡ɕʰis
칬,ciss,t͡ɕʰis͈
칭,cing,t͡ɕʰiŋ
칮,cij,t͡ɕʰit͡ɕ
칯,cich,t͡ɕʰit͡ɕʰ
칰,cik,t͡ɕʰikʰ
칱,cit,t͡ɕʰitʰ
칲,cip,t͡ɕʰipʰ
칳,cih,t͡ɕʰih
카,ka,kʰɐ
칵,kag,kʰɐk
칶,kagg,kʰɐk͈
칷,kags,kʰɐks
칸,kan,kʰɐn
칹,kanj,kʰɐnɟ
칺,kanh,kʰɐnh
칻,kad,kʰɐt
칼,kal,kʰɐɾ
칽,kalg,kʰɐlg
칾,kalm,kʰɐlm
칿,kalb,kʰɐlb
캀,kals,kʰɐls
캁,kalt,kʰɐltʰ
캂,kalp,kʰɐlpʰ
캃,kalh,kʰɐlh
캄,kam,kʰɐm
캅,kab,kʰɐp
캆,kabs,kʰɐps
캇,kas,kʰɐs
캈,kass,kʰɐs͈
캉,kang,kʰɐŋ
캊,kaj,kʰɐt͡ɕ
캋,kach,kʰɐt͡ɕʰ
캌,kak,kʰɐkʰ
캍,kat,kʰɐtʰ
캎,kap,kʰɐpʰ
캏,kah,kʰɐh
캐,kae,kʰɛ
캑,kaeg,kʰɛk
캒,kaegg,kʰɛk͈
캓,kaegs,kʰɛks
캔,kaen,kʰɛn
캕,kaenj,kʰɛnɟ
캖,kaenh,kʰɛnh
캗,kaed,kʰɛt
캘,kael,kʰɛɾ
캙,kaelg,kʰɛlg
캚,kaelm,kʰɛlm
캛,kaelb,kʰɛlb
캜,kaels,kʰɛls
캝,kaelt,kʰɛltʰ
캞,kaelp,kʰɛlpʰ
캟,kaelh,kʰɛlh
캠,kaem,kʰɛm
캡,kaeb,kʰɛp
캢,kaebs,kʰɛps
캣,kaes,kʰɛs
캤,kaess,kʰɛs͈
캥,kaeng,kʰɛŋ
캦,kaej,kʰɛt͡ɕ
캧,kaech,kʰɛt͡ɕʰ
캨,kaek,kʰɛkʰ
캩,kaet,kʰɛtʰ
캪,kaep,kʰɛpʰ
캫,kaeh,kʰɛh
캬,kya,kʰjɐ
캭,kyag,kʰjɐk
캮,kyagg,kʰjɐk͈
캯,kyags,kʰjɐks
캰,kyan,kʰjɐn
캱,kyanj,kʰjɐnɟ
캲,kyanh,kʰjɐnh
캳,kyad,kʰjɐt
캴,kyal,kʰjɐɾ
캵,kyalg,kʰjɐlg
캶,kyalm,kʰjɐlm
캷,kyalb,kʰjɐlb
캸,kyals,kʰjɐls
캹,kyalt,kʰjɐltʰ
캺,kyalp,kʰjɐlpʰ
캻,kyalh,kʰjɐlh
캼,kyam,kʰjɐm
캽,kyab,kʰjɐp
캾,kyabs,kʰjɐps
캿,kyas,kʰjɐs
컀,kyass,kʰjɐs͈
컁,kyang,kʰjɐŋ
컂,kyaj,kʰjɐt͡ɕ
컃,kyach,kʰjɐt͡ɕʰ
컄,kyak,kʰjɐkʰ
컅,kyat,kʰjɐtʰ
컆,kyap,kʰjɐpʰ
컇,kyah,kʰjɐh
컈,kyae,kʰjɛ
컉,kyaeg,kʰjɛk
컊,kyaegg,kʰjɛk͈
컋,kyaegs,kʰjɛks
컌,kyaen,kʰjɛn
컍,kyaenj,kʰjɛnɟ
컎,kyaenh,kʰjɛnh
컏,kyaed,kʰjɛt
컐,kyael,kʰjɛɾ
컑,kyaelg,kʰjɛlg
컒,kyaelm,kʰjɛlm
컓,kyaelb,kʰjɛlb
컔,kyaels,kʰjɛls
컕,kyaelt,kʰjɛltʰ
컖,kyaelp,kʰjɛlpʰ
컗,kyaelh,kʰjɛlh
컘,kyaem,kʰjɛm
컙,kyaeb,kʰjɛp
컚,kyaebs,kʰjɛps
컛,kyaes,kʰjɛs
컜,kyaess,kʰjɛs͈
컝,kyaeng,kʰjɛŋ
컞,kyaej,kʰjɛt͡ɕ
컟,kyaech,kʰjɛt͡ɕʰ
컠,kyaek,kʰjɛkʰ
컡,kyaet,kʰjɛtʰ
컢,kyaep,kʰjɛpʰ
컣,kyaeh,kʰjɛh
커,keo,kʰʌ
컥,keog,kʰʌk
컦,keogg,kʰʌk͈
컧,keogs,kʰʌks
컨,keon,kʰʌn
컩,keonj,kʰʌnɟ
컪,keonh,kʰʌnh
컫,keod,kʰʌt
컬,keol,kʰʌɾ
컭,keolg,kʰʌlg
컮,keolm,kʰʌlm
컯,keolb,kʰʌlb
컰,keols,kʰʌls
컱,keolt,kʰʌltʰ
컲,keolp,kʰʌlpʰ
컳,keolh,kʰʌlh
컴,keom,kʰʌm
컵,keob,kʰʌp
컶,keobs,kʰʌps
컷,keos,kʰʌs
컸,keoss,kʰʌs͈
컹,keong,kʰʌŋ
컺,keoj,kʰʌt͡ɕ
컻,keoch,kʰʌt͡ɕʰ
컼,keok,kʰʌkʰ
컽,keot,kʰʌtʰ
컾,keop,kʰʌpʰ
컿,keoh,kʰʌh
케,ke,kʰe
켁,keg,kʰek
켂,kegg,kʰek͈
켃,kegs,kʰeks
켄,ken,kʰen
켅,kenj,kʰenɟ
켆,kenh,kʰenh
켇,ked,kʰet
켈,kel,kʰeɾ
켉,kelg,kʰelg
켊,kelm,kʰelm
켋,kelb,kʰelb
켌,kels,kʰels
켍,kelt,kʰeltʰ
켎,kelp,kʰelpʰ
켏,kelh,kʰelh
켐,kem,kʰem
켑,keb,kʰep
켒,kebs,kʰeps
켓,kes,kʰes
켔,kess,kʰes͈
켕,keng,kʰeŋ
켖,kej,kʰet͡ɕ
켗,kech,kʰet͡ɕʰ
켘,kek,kʰekʰ
켙,ket,kʰetʰ
켚,kep,kʰepʰ
켛,keh,kʰeh
켜,kyeo,kʰjʌ
켝,kyeog,kʰjʌk
켞,kyeogg,kʰjʌk͈
켟,kyeogs,kʰjʌks
켠,kyeon,kʰjʌn
켡,kyeonj,kʰjʌnɟ
켢,kyeonh,kʰjʌnh
켣,kyeod,kʰjʌt
켤,kyeol,kʰjʌɾ
켥,kyeolg,kʰjʌlg
켦,kyeolm,kʰjʌlm
켧,kyeolb,kʰjʌlb
켨,kyeols,kʰjʌls
켩,kyeolt,kʰjʌltʰ
켪,kyeolp,kʰjʌlpʰ
켫,kyeolh,kʰjʌlh
켬,kyeom,kʰjʌm
켭,kyeob,kʰjʌp
켮,kyeobs,kʰjʌps
켯,kyeos,kʰjʌs
켰,kyeoss,kʰjʌs͈
켱,kyeong,kʰjʌŋ
켲,kyeoj,kʰjʌt͡ɕ
켳,kyeoch,kʰjʌt͡ɕʰ
켴,kyeok,kʰjʌkʰ
켵,kyeot,kʰjʌtʰ
켶,kyeop,kʰjʌpʰ
켷,kyeoh,kʰjʌh
켸,kye,kʰje
켹,kyeg,kʰjek
켺,kyegg,kʰjek͈
켻,kyegs,kʰjeks
켼,kyen,kʰjen
켽,kyenj,kʰjenɟ
켾,kyenh,kʰjenh
켿,kyed,kʰjet
콀,kyel,kʰjeɾ
콁,kyelg,kʰjelg
콂,kyelm,kʰjelm
콃,kyelb,kʰjelb
콄,kyels,kʰjels
콅,kyelt,kʰjeltʰ
콆,kyelp,kʰjelpʰ
콇,kyelh,kʰjelh
콈,kyem,kʰjem
콉,kyeb,kʰjep
콊,kyebs,kʰjeps
콋,kyes,kʰjes
콌,kyess,kʰjes͈
콍,kyeng,kʰjeŋ
콎,kyej,kʰjet͡ɕ
콏,kyech,kʰjet͡ɕʰ
콐,kyek,kʰjekʰ
콑,kyet,kʰjetʰ
콒,kyep,kʰjepʰ
콓,kyeh,kʰjeh
코,ko,kʰo
콕,kog,kʰok
콖,kogg,kʰok͈
콗,kogs,kʰoks
콘,kon,kʰon
콙,konj,kʰonɟ
콚,konh,kʰonh
콛,kod,kʰot
콜,kol,kʰoɾ
콝,kolg,kʰolg
콞,kolm,kʰolm
콟,kolb,kʰolb
콠,kols,kʰols
콡,kolt,kʰoltʰ
콢,kolp,kʰolpʰ
콣,kolh,kʰolh
콤,kom,kʰom
콥,kob,kʰop
콦,kobs,kʰops
콧,kos,kʰos
콨,koss,kʰos͈
콩,kong,kʰoŋ
콪,koj,kʰot͡ɕ
콫,koch,kʰot͡ɕʰ
콬,kok,kʰokʰ
콭,kot,kʰotʰ
콮,kop,kʰopʰ
콯,koh,kʰoh
콰,kwa,kʰwɐ
콱,kwag,kʰwɐk
콲,kwagg,kʰwɐk͈
콳,kwags,kʰwɐks
콴,kwan,kʰwɐn
콵,kwanj,kʰwɐnɟ
콶,kwanh,kʰwɐnh
콷,kwad,kʰwɐt
콸,kwal,kʰwɐɾ
콹,kwalg,kʰwɐlg
콺,kwalm,kʰwɐlm
콻,kwalb,kʰwɐlb
콼,kwals,kʰwɐls
콽,kwalt,kʰwɐltʰ
콾,kwalp,kʰwɐlpʰ
콿,kwalh,kʰwɐlh
쾀,kwam,kʰwɐm
쾁,kwab,kʰwɐp
쾂,kwabs,kʰwɐps
쾃,kwas,kʰwɐs
쾄,kwass,kʰwɐs͈
쾅,kwang,kʰwɐŋ
쾆,kwaj,kʰwɐt͡ɕ
쾇,kwach,kʰwɐt͡ɕʰ
쾈,kwak,kʰwɐkʰ
쾉,kwat,kʰwɐtʰ
쾊,kwap,kʰwɐpʰ
쾋,kwah,kʰwɐh
쾌,kwae,kʰwɛ
쾍,kwaeg,kʰwɛk
쾎,kwaegg,kʰwɛk͈
쾏,kwaegs,kʰwɛks
쾐,kwaen,kʰwɛn
쾑,kwaenj,kʰwɛnɟ
쾒,kwaenh,kʰwɛnh
쾓,kwaed,kʰwɛt
쾔,kwael,kʰwɛɾ
쾕,kwaelg,kʰwɛlg
쾖,kwaelm,kʰwɛlm
쾗,kwaelb,kʰwɛlb
쾘,kwaels,kʰwɛls
쾙,kwaelt,kʰwɛltʰ
쾚,kwaelp,kʰwɛlpʰ
쾛,kwaelh,kʰwɛlh
쾜,kwaem,kʰwɛm
쾝,kwaeb,kʰwɛp
쾞,kwaebs,kʰwɛps
쾟,kwaes,kʰwɛs
쾠,kwaess,kʰwɛs͈
쾡,kwaeng,kʰwɛŋ
쾢,kwaej,kʰwɛt͡ɕ
쾣,kwaech,kʰwɛt͡ɕʰ
쾤,kwaek,kʰwɛkʰ
쾥,kwaet,kʰwɛtʰ
쾦,kwaep,kʰwɛpʰ
쾧,kwaeh,kʰwɛh
쾨,koe,kʰwe
쾩,koeg,kʰwek
쾪,koegg,kʰwek͈
쾫,koegs,kʰweks
쾬,koen,kʰwen
쾭,koenj,kʰwenɟ
쾮,koenh,kʰwenh
쾯,koed,kʰwet
쾰,koel,kʰweɾ
쾱,koelg,kʰwelg
쾲,koelm,kʰwelm
쾳,koelb,kʰwelb
쾴,koels,kʰwels
쾵,koelt,kʰweltʰ
쾶,koelp,kʰwelpʰ
쾷,koelh,kʰwelh
쾸,koem,kʰwem
쾹,koeb,kʰwep
쾺,koebs,kʰweps
쾻,koes,kʰwes
쾼,koess,kʰwes͈
쾽,koeng,kʰweŋ
쾾,koej,kʰwet͡ɕ
쾿,koech,kʰwet͡ɕʰ
쿀,koek,kʰwekʰ
쿁,koet,kʰwetʰ
쿂,koep,kʰwepʰ
쿃,koeh,kʰweh
쿄,kyo,kʰjo
쿅,kyog,kʰjok
쿆,kyogg,kʰjok͈
쿇,kyogs,kʰjoks
쿈,kyon,kʰjon
쿉,kyonj,kʰjonɟ
쿊,kyonh,kʰjonh
쿋,kyod,kʰjot
쿌,kyol,kʰjoɾ
쿍,kyolg,kʰjolg
쿎,kyolm,kʰjolm
쿏,kyolb,kʰjolb
쿐,kyols,kʰjols
쿑,kyolt,kʰjoltʰ
쿒,kyolp,kʰjolpʰ
쿓,kyolh,kʰjolh
쿔,kyom,kʰjom
쿕,kyob,kʰjop
쿖,kyobs,kʰjops
쿗,kyos,kʰjos
쿘,kyoss,kʰjos͈
쿙,kyong,kʰjoŋ
쿚,kyoj,kʰjot͡ɕ
쿛,kyoch,kʰjot͡ɕʰ
쿜,kyok,kʰjokʰ
쿝,kyot,kʰjotʰ
쿞,kyop,kʰjopʰ
쿟,kyoh,kʰjoh
쿠,ku,kʰu
쿡,kug,kʰuk
쿢,kugg,kʰuk͈
쿣,kugs,kʰuks
쿤,kun,kʰun
쿥,kunj,kʰunɟ
쿦,kunh,kʰunh
쿧,kud,kʰut
쿨,kul,kʰuɾ
쿩,kulg,kʰulg
쿪,kulm,kʰulm
쿫,kulb,kʰulb
쿬,kuls,kʰuls
쿭,kult,kʰultʰ
쿮,kulp,kʰulpʰ
쿯,kulh,kʰulh
